"resp.id","ques","alt","healthy","pulp","juice","added","price","choice"
"4399",119,6,2,"no","none","fresh","vit_B","5.89",0
"5098",119,6,3,"no","some","fresh","multi","5.89",0
"32114",119,7,1,"no","some","fresh","multi","4.89",0
"1096",119,7,2,"no","none","frozen","vit_B","3.89",1
"799",119,7,3,"no","none","fresh","vit_B","3.89",0
"17103",119,8,1,"no","some","frozen","multi","3.89",0
"3098",119,8,2,"no","lots","frozen","vit_B","4.89",0
"21139",119,8,3,"no","lots","fresh","vit_A","4.89",1
"2791",119,9,1,"no","lots","fresh","vit_B","4.89",0
"1598",119,9,2,"no","lots","fresh","multi","3.89",0
"24104",119,9,3,"no","lots","frozen","vit_A","4.89",1
"22114",119,10,1,"no","none","frozen","vit_A","4.89",0
"2998",119,10,2,"no","some","frozen","vit_B","4.89",0
"3994",119,10,3,"no","lots","fresh","vit_A","5.89",1
"36100",119,11,1,"no","lots","frozen","multi","4.89",0
"3497",119,11,2,"no","none","frozen","multi","4.89",0
"23101",119,11,3,"no","some","frozen","vit_A","4.89",1
"2402",119,12,1,"no","some","fresh","vit_A","3.89",1
"16104",119,12,2,"no","none","frozen","multi","3.89",0
"1401",119,12,3,"no","none","fresh","vit_A","3.89",0
"52104",119,13,1,"no","none","frozen","multi","5.89",0
"4899",119,13,2,"no","lots","frozen","vit_B","5.89",1
"41144",119,13,3,"no","some","frozen","vit_A","5.89",0
"3399",119,14,1,"no","lots","fresh","multi","4.89",0
"47106",119,14,2,"no","some","frozen","vit_B","5.89",1
"1498",119,14,3,"no","some","fresh","multi","3.89",0
"53101",119,15,1,"no","some","frozen","multi","5.89",0
"1894",119,15,2,"no","lots","frozen","multi","3.89",0
"13103",119,15,3,"no","none","fresh","multi","3.89",1
"2403",120,1,1,"yes","some","fresh","vit_A","3.89",0
"5303",120,1,2,"yes","some","frozen","vit_A","3.89",1
"5099",120,1,3,"yes","some","fresh","multi","5.89",0
"51114",120,2,1,"yes","lots","fresh","multi","5.89",0
"26100",120,2,2,"yes","some","fresh","vit_B","4.89",1
"38103",120,2,3,"yes","some","fresh","vit_A","5.89",0
"32115",120,3,1,"yes","some","fresh","multi","4.89",0
"31138",120,3,2,"yes","none","fresh","multi","4.89",0
"1402",120,3,3,"yes","none","fresh","vit_A","3.89",1
"47107",120,4,1,"yes","some","frozen","vit_B","5.89",0
"3793",120,4,2,"yes","none","fresh","vit_A","5.89",0
"11140",120,4,3,"yes","some","frozen","vit_B","3.89",1
"1097",120,5,1,"yes","none","frozen","vit_B","3.89",1
"22115",120,5,2,"yes","none","frozen","vit_A","4.89",0
"698",120,5,3,"yes","lots","frozen","vit_A","3.89",0
"13104",120,6,1,"yes","none","fresh","multi","3.89",0
"45102",120,6,2,"yes","lots","fresh","vit_B","5.89",0
"25100",120,6,3,"yes","none","fresh","vit_B","4.89",1
"42112",120,7,1,"yes","lots","frozen","vit_A","5.89",1
"2792",120,7,2,"yes","lots","fresh","vit_B","4.89",0
"4697",120,7,3,"yes","none","frozen","vit_B","5.89",0
"23102",120,8,1,"yes","some","frozen","vit_A","4.89",0
"2999",120,8,2,"yes","some","frozen","vit_B","4.89",1
"33100",120,8,3,"yes","lots","fresh","multi","4.89",0
"36101",120,9,1,"yes","lots","frozen","multi","4.89",0
"1599",120,9,2,"yes","lots","fresh","multi","3.89",1
"4094",120,9,3,"yes","none","frozen","vit_A","5.89",0
"21140",120,10,1,"yes","lots","fresh","vit_A","4.89",0
"997",120,10,2,"yes","lots","fresh","vit_B","3.89",1
"49101",120,10,3,"yes","none","fresh","multi","5.89",0
"16105",120,11,1,"yes","none","frozen","multi","3.89",1
"1999",120,11,2,"yes","none","fresh","vit_A","4.89",0
"3400",120,11,3,"yes","lots","fresh","vit_A","3.89",0
"53102",120,12,1,"yes","some","frozen","multi","5.89",0
"3498",120,12,2,"yes","none","frozen","multi","4.89",1
"1895",120,12,3,"yes","lots","frozen","multi","3.89",0
"5496",120,13,1,"yes","lots","frozen","multi","5.89",0
"3995",120,13,2,"yes","lots","fresh","vit_A","5.89",1
"41145",120,13,3,"yes","some","frozen","vit_A","5.89",0
"892",120,14,1,"yes","some","fresh","vit_B","3.89",0
"44100",120,14,2,"yes","some","fresh","vit_B","5.89",0
"28104",120,14,3,"yes","none","frozen","vit_B","4.89",1
"43100",120,15,1,"yes","none","fresh","vit_B","5.89",1
"3099",120,15,2,"yes","lots","frozen","vit_B","4.89",0
"1499",120,15,3,"yes","some","fresh","multi","3.89",0
"52105",121,1,1,"yes","none","frozen","multi","5.89",0
"47108",121,1,2,"yes","some","frozen","vit_B","5.89",1
"3996",121,1,3,"yes","lots","fresh","vit_A","5.89",0
"14100",121,2,1,"yes","some","fresh","multi","3.89",0
"3590",121,2,2,"yes","some","frozen","multi","4.89",1
"20100",121,2,3,"yes","some","fresh","vit_A","4.89",0
"45103",121,3,1,"yes","lots","fresh","vit_B","5.89",0
"4400",121,3,2,"yes","none","frozen","vit_A","3.89",1
"3401",121,3,3,"yes","lots","fresh","vit_A","3.89",0
"4095",121,4,1,"yes","none","frozen","vit_A","5.89",0
"26101",121,4,2,"yes","some","fresh","vit_B","4.89",0
"998",121,4,3,"yes","lots","fresh","vit_B","3.89",1
"17104",121,5,1,"yes","some","frozen","multi","3.89",0
"893",121,5,2,"yes","some","fresh","vit_B","3.89",0
"3499",121,5,3,"yes","none","frozen","multi","4.89",1
"48100",121,6,1,"yes","lots","frozen","vit_B","5.89",0
"51115",121,6,2,"yes","lots","fresh","multi","5.89",0
"12115",121,6,3,"yes","lots","frozen","vit_B","3.89",1
"1896",121,7,1,"yes","lots","frozen","multi","3.89",0
"33101",121,7,2,"yes","lots","fresh","multi","4.89",0
"13105",121,7,3,"yes","none","fresh","multi","3.89",1
"16106",121,8,1,"yes","none","frozen","multi","3.89",1
"28105",121,8,2,"yes","none","frozen","vit_B","4.89",0
"53103",121,8,3,"yes","some","frozen","multi","5.89",0
"42113",121,9,1,"yes","lots","frozen","vit_A","5.89",0
"23103",121,9,2,"yes","some","frozen","vit_A","4.89",0
"5304",121,9,3,"yes","some","frozen","vit_A","3.89",1
"15100",121,10,1,"yes","lots","fresh","multi","3.89",1
"3794",121,10,2,"yes","none","fresh","vit_A","5.89",0
"24105",121,10,3,"yes","lots","frozen","vit_A","4.89",0
"44101",121,11,1,"yes","some","fresh","vit_B","5.89",0
"1403",121,11,2,"yes","none","fresh","vit_A","3.89",0
"4698",121,11,3,"yes","none","frozen","vit_B","5.89",1
"2404",121,12,1,"yes","some","fresh","vit_A","3.89",0
"41146",121,12,2,"yes","some","frozen","vit_A","5.89",0
"2793",121,12,3,"yes","lots","fresh","vit_B","4.89",1
"11141",121,13,1,"yes","some","frozen","vit_B","3.89",1
"22116",121,13,2,"yes","none","frozen","vit_A","4.89",0
"49102",121,13,3,"yes","none","fresh","multi","5.89",0
"36102",121,14,1,"yes","lots","frozen","multi","4.89",1
"29100",121,14,2,"yes","some","frozen","vit_B","4.89",0
"43101",121,14,3,"yes","none","fresh","vit_B","5.89",0
"21141",121,15,1,"yes","lots","fresh","vit_A","4.89",0
"30100",121,15,2,"yes","lots","frozen","vit_B","4.89",0
"25101",121,15,3,"yes","none","fresh","vit_B","4.89",1
"7100",122,1,1,"no","none","fresh","vit_B","3.89",0
"1897",122,1,2,"no","lots","frozen","multi","3.89",0
"13106",122,1,3,"no","none","fresh","multi","3.89",1
"11142",122,2,1,"no","some","frozen","vit_B","3.89",0
"16107",122,2,2,"no","none","frozen","multi","3.89",1
"48101",122,2,3,"no","lots","frozen","vit_B","5.89",0
"14101",122,3,1,"no","some","fresh","multi","3.89",0
"50100",122,3,2,"no","some","fresh","multi","5.89",0
"699",122,3,3,"no","lots","frozen","vit_A","3.89",1
"2794",122,4,1,"no","lots","fresh","vit_B","4.89",1
"31139",122,4,2,"no","none","fresh","multi","4.89",0
"33102",122,4,3,"no","lots","fresh","multi","4.89",0
"43102",122,5,1,"no","none","fresh","vit_B","5.89",1
"45104",122,5,2,"no","lots","fresh","vit_B","5.89",0
"44102",122,5,3,"no","some","fresh","vit_B","5.89",0
"26102",122,6,1,"no","some","fresh","vit_B","4.89",0
"3402",122,6,2,"no","lots","fresh","vit_A","3.89",1
"4699",122,6,3,"no","none","frozen","vit_B","5.89",0
"29101",122,7,1,"no","some","frozen","vit_B","4.89",0
"17105",122,7,2,"no","some","frozen","multi","3.89",0
"12116",122,7,3,"no","lots","frozen","vit_B","3.89",1
"51116",122,8,1,"no","lots","fresh","multi","5.89",0
"30101",122,8,2,"no","lots","frozen","vit_B","4.89",0
"3795",122,8,3,"no","none","fresh","vit_A","5.89",1
"32116",122,9,1,"no","some","fresh","multi","4.89",0
"52106",122,9,2,"no","none","frozen","multi","5.89",1
"25102",122,9,3,"no","none","fresh","vit_B","4.89",0
"24106",122,10,1,"no","lots","frozen","vit_A","4.89",0
"34100",122,10,2,"no","none","frozen","multi","4.89",1
"1404",122,10,3,"no","none","fresh","vit_A","3.89",0
"4401",122,11,1,"no","none","frozen","vit_A","3.89",1
"23104",122,11,2,"no","some","frozen","vit_A","4.89",0
"2405",122,11,3,"no","some","fresh","vit_A","3.89",0
"36103",122,12,1,"no","lots","frozen","multi","4.89",0
"28106",122,12,2,"no","none","frozen","vit_B","4.89",0
"1098",122,12,3,"no","none","frozen","vit_B","3.89",1
"999",122,13,1,"no","lots","fresh","vit_B","3.89",1
"53104",122,13,2,"no","some","frozen","multi","5.89",0
"5305",122,13,3,"no","some","frozen","vit_A","3.89",0
"22117",122,14,1,"no","none","frozen","vit_A","4.89",0
"20101",122,14,2,"no","some","fresh","vit_A","4.89",1
"49103",122,14,3,"no","none","fresh","multi","5.89",0
"42114",122,15,1,"no","lots","frozen","vit_A","5.89",1
"21142",122,15,2,"no","lots","fresh","vit_A","4.89",0
"3591",122,15,3,"no","some","frozen","multi","4.89",0
"5306",123,1,1,"no","some","frozen","vit_A","3.89",1
"26103",123,1,2,"no","some","fresh","vit_B","4.89",0
"23105",123,1,3,"no","some","frozen","vit_A","4.89",0
"34101",123,2,1,"no","none","frozen","multi","4.89",1
"3997",123,2,2,"no","lots","fresh","vit_A","5.89",0
"12117",123,2,3,"no","lots","frozen","vit_B","3.89",0
"36104",123,3,1,"no","lots","frozen","multi","4.89",0
"2795",123,3,2,"no","lots","fresh","vit_B","4.89",1
"44103",123,3,3,"no","some","fresh","vit_B","5.89",0
"894",123,4,1,"no","some","fresh","vit_B","3.89",0
"15101",123,4,2,"no","lots","fresh","multi","3.89",0
"6100",123,4,3,"no","lots","frozen","vit_A","3.89",1
"17106",123,5,1,"no","some","frozen","multi","3.89",0
"1898",123,5,2,"no","lots","frozen","multi","3.89",0
"3796",123,5,3,"no","none","fresh","vit_A","5.89",1
"43103",123,6,1,"no","none","fresh","vit_B","5.89",0
"4096",123,6,2,"no","none","frozen","vit_A","5.89",1
"50101",123,6,3,"no","some","fresh","multi","5.89",0
"14102",123,7,1,"no","some","fresh","multi","3.89",0
"46100",123,7,2,"no","none","frozen","vit_B","5.89",1
"31140",123,7,3,"no","none","fresh","multi","4.89",0
"20102",123,8,1,"no","some","fresh","vit_A","4.89",1
"48102",123,8,2,"no","lots","frozen","vit_B","5.89",0
"51117",123,8,3,"no","lots","fresh","multi","5.89",0
"25103",123,9,1,"no","none","fresh","vit_B","4.89",1
"21143",123,9,2,"no","lots","fresh","vit_A","4.89",0
"3403",123,9,3,"no","lots","fresh","vit_A","3.89",0
"47109",123,10,1,"no","some","frozen","vit_B","5.89",0
"30102",123,10,2,"no","lots","frozen","vit_B","4.89",0
"2406",123,10,3,"no","some","fresh","vit_A","3.89",1
"11143",123,11,1,"no","some","frozen","vit_B","3.89",0
"5497",123,11,2,"no","lots","frozen","multi","5.89",1
"45105",123,11,3,"no","lots","fresh","vit_B","5.89",0
"24107",123,12,1,"no","lots","frozen","vit_A","4.89",0
"1099",123,12,2,"no","none","frozen","vit_B","3.89",1
"49104",123,12,3,"no","none","fresh","multi","5.89",0
"9100",123,13,1,"no","lots","fresh","vit_B","3.89",0
"32117",123,13,2,"no","some","fresh","multi","4.89",0
"19100",123,13,3,"no","none","fresh","vit_A","4.89",1
"13107",123,14,1,"no","none","fresh","multi","3.89",1
"7101",123,14,2,"no","none","fresh","vit_B","3.89",0
"52107",123,14,3,"no","none","frozen","multi","5.89",0
"29102",123,15,1,"no","some","frozen","vit_B","4.89",0
"53105",123,15,2,"no","some","frozen","multi","5.89",0
"38104",123,15,3,"no","some","fresh","vit_A","5.89",1
"32118",124,1,1,"no","some","fresh","multi","4.89",1
"25104",124,1,2,"no","none","fresh","vit_B","4.89",0
"16108",124,1,3,"no","none","frozen","multi","3.89",0
"26104",124,2,1,"no","some","fresh","vit_B","4.89",0
"3797",124,2,2,"no","none","fresh","vit_A","5.89",0
"5307",124,2,3,"no","some","frozen","vit_A","3.89",1
"17107",124,3,1,"no","some","frozen","multi","3.89",1
"51118",124,3,2,"no","lots","fresh","multi","5.89",0
"34102",124,3,3,"no","none","frozen","multi","4.89",0
"10100",124,4,1,"no","none","frozen","vit_B","3.89",0
"1899",124,4,2,"no","lots","frozen","multi","3.89",1
"31141",124,4,3,"no","none","fresh","multi","4.89",0
"30103",124,5,1,"no","lots","frozen","vit_B","4.89",1
"11144",124,5,2,"no","some","frozen","vit_B","3.89",0
"20103",124,5,3,"no","some","fresh","vit_A","4.89",0
"33103",124,6,1,"no","lots","fresh","multi","4.89",0
"36105",124,6,2,"no","lots","frozen","multi","4.89",1
"24108",124,6,3,"no","lots","frozen","vit_A","4.89",0
"22118",124,7,1,"no","none","frozen","vit_A","4.89",0
"48103",124,7,2,"no","lots","frozen","vit_B","5.89",0
"9101",124,7,3,"no","lots","fresh","vit_B","3.89",1
"6101",124,8,1,"no","lots","frozen","vit_A","3.89",1
"29103",124,8,2,"no","some","frozen","vit_B","4.89",0
"5498",124,8,3,"no","lots","frozen","multi","5.89",0
"21144",124,9,1,"no","lots","fresh","vit_A","4.89",0
"43104",124,9,2,"no","none","fresh","vit_B","5.89",0
"47110",124,9,3,"no","some","frozen","vit_B","5.89",1
"15102",124,10,1,"no","lots","fresh","multi","3.89",0
"46101",124,10,2,"no","none","frozen","vit_B","5.89",0
"2407",124,10,3,"no","some","fresh","vit_A","3.89",1
"45106",124,11,1,"no","lots","fresh","vit_B","5.89",1
"41147",124,11,2,"no","some","frozen","vit_A","5.89",0
"13108",124,11,3,"no","none","fresh","multi","3.89",0
"3998",124,12,1,"no","lots","fresh","vit_A","5.89",0
"7102",124,12,2,"no","none","fresh","vit_B","3.89",0
"4402",124,12,3,"no","none","frozen","vit_A","3.89",1
"2796",124,13,1,"no","lots","fresh","vit_B","4.89",0
"28107",124,13,2,"no","none","frozen","vit_B","4.89",1
"53106",124,13,3,"no","some","frozen","multi","5.89",0
"1405",124,14,1,"no","none","fresh","vit_A","3.89",0
"12118",124,14,2,"no","lots","frozen","vit_B","3.89",0
"19101",124,14,3,"no","none","fresh","vit_A","4.89",1
"14103",124,15,1,"no","some","fresh","multi","3.89",0
"895",124,15,2,"no","some","fresh","vit_B","3.89",0
"3592",124,15,3,"no","some","frozen","multi","4.89",1
"16109",125,1,1,"yes","none","frozen","multi","3.89",0
"21145",125,1,2,"yes","lots","fresh","vit_A","4.89",0
"10101",125,1,3,"yes","none","frozen","vit_B","3.89",1
"50102",125,2,1,"yes","some","fresh","multi","5.89",0
"36106",125,2,2,"yes","lots","frozen","multi","4.89",1
"5499",125,2,3,"yes","lots","frozen","multi","5.89",0
"24109",125,3,1,"yes","lots","frozen","vit_A","4.89",0
"31142",125,3,2,"yes","none","fresh","multi","4.89",1
"26105",125,3,3,"yes","some","fresh","vit_B","4.89",0
"6102",125,4,1,"yes","lots","frozen","vit_A","3.89",1
"47111",125,4,2,"yes","some","frozen","vit_B","5.89",0
"3593",125,4,3,"yes","some","frozen","multi","4.89",0
"11145",125,5,1,"yes","some","frozen","vit_B","3.89",1
"9102",125,5,2,"yes","lots","fresh","vit_B","3.89",0
"3404",125,5,3,"yes","lots","fresh","vit_A","3.89",0
"2797",125,6,1,"yes","lots","fresh","vit_B","4.89",0
"7103",125,6,2,"yes","none","fresh","vit_B","3.89",1
"3999",125,6,3,"yes","lots","fresh","vit_A","5.89",0
"29104",125,7,1,"yes","some","frozen","vit_B","4.89",0
"33104",125,7,2,"yes","lots","fresh","multi","4.89",0
"4403",125,7,3,"yes","none","frozen","vit_A","3.89",1
"43105",125,8,1,"yes","none","fresh","vit_B","5.89",1
"14104",125,8,2,"yes","some","fresh","multi","3.89",0
"38105",125,8,3,"yes","some","fresh","vit_A","5.89",0
"896",125,9,1,"yes","some","fresh","vit_B","3.89",1
"13109",125,9,2,"yes","none","fresh","multi","3.89",0
"49105",125,9,3,"yes","none","fresh","multi","5.89",0
"48104",125,10,1,"yes","lots","frozen","vit_B","5.89",0
"3798",125,10,2,"yes","none","fresh","vit_A","5.89",0
"1406",125,10,3,"yes","none","fresh","vit_A","3.89",1
"28108",125,11,1,"yes","none","frozen","vit_B","4.89",1
"51119",125,11,2,"yes","lots","fresh","multi","5.89",0
"19102",125,11,3,"yes","none","fresh","vit_A","4.89",0
"5308",125,12,1,"yes","some","frozen","vit_A","3.89",1
"32119",125,12,2,"yes","some","fresh","multi","4.89",0
"17108",125,12,3,"yes","some","frozen","multi","3.89",0
"45107",125,13,1,"yes","lots","fresh","vit_B","5.89",0
"25105",125,13,2,"yes","none","fresh","vit_B","4.89",1
"30104",125,13,3,"yes","lots","frozen","vit_B","4.89",0
"42115",125,14,1,"yes","lots","frozen","vit_A","5.89",0
"22119",125,14,2,"yes","none","frozen","vit_A","4.89",0
"41148",125,14,3,"yes","some","frozen","vit_A","5.89",1
"20104",125,15,1,"yes","some","fresh","vit_A","4.89",0
"12119",125,15,2,"yes","lots","frozen","vit_B","3.89",1
"44104",125,15,3,"yes","some","fresh","vit_B","5.89",0
"4097",126,1,1,"yes","none","frozen","vit_A","5.89",0
"3594",126,1,2,"yes","some","frozen","multi","4.89",0
"1407",126,1,3,"yes","none","fresh","vit_A","3.89",1
"10102",126,2,1,"yes","none","frozen","vit_B","3.89",1
"41149",126,2,2,"yes","some","frozen","vit_A","5.89",0
"28109",126,2,3,"yes","none","frozen","vit_B","4.89",0
"20105",126,3,1,"yes","some","fresh","vit_A","4.89",0
"2408",126,3,2,"yes","some","fresh","vit_A","3.89",0
"46102",126,3,3,"yes","none","frozen","vit_B","5.89",1
"45108",126,4,1,"yes","lots","fresh","vit_B","5.89",0
"12120",126,4,2,"yes","lots","frozen","vit_B","3.89",1
"42116",126,4,3,"yes","lots","frozen","vit_A","5.89",0
"15103",126,5,1,"yes","lots","fresh","multi","3.89",1
"24110",126,5,2,"yes","lots","frozen","vit_A","4.89",0
"16110",126,5,3,"yes","none","frozen","multi","3.89",0
"3405",126,6,1,"yes","lots","fresh","vit_A","3.89",1
"29105",126,6,2,"yes","some","frozen","vit_B","4.89",0
"53107",126,6,3,"yes","some","frozen","multi","5.89",0
"11146",126,7,1,"yes","some","frozen","vit_B","3.89",0
"5309",126,7,2,"yes","some","frozen","vit_A","3.89",0
"22120",126,7,3,"yes","none","frozen","vit_A","4.89",1
"30105",126,8,1,"yes","lots","frozen","vit_B","4.89",1
"9103",126,8,2,"yes","lots","fresh","vit_B","3.89",0
"32120",126,8,3,"yes","some","fresh","multi","4.89",0
"33105",126,9,1,"yes","lots","fresh","multi","4.89",1
"17109",126,9,2,"yes","some","frozen","multi","3.89",0
"49106",126,9,3,"yes","none","fresh","multi","5.89",0
"21146",126,10,1,"yes","lots","fresh","vit_A","4.89",0
"6103",126,10,2,"yes","lots","frozen","vit_A","3.89",0
"7104",126,10,3,"yes","none","fresh","vit_B","3.89",1
"13110",126,11,1,"yes","none","fresh","multi","3.89",0
"43106",126,11,2,"yes","none","fresh","vit_B","5.89",0
"47112",126,11,3,"yes","some","frozen","vit_B","5.89",1
"4404",126,12,1,"yes","none","frozen","vit_A","3.89",0
"25106",126,12,2,"yes","none","fresh","vit_B","4.89",1
"26106",126,12,3,"yes","some","fresh","vit_B","4.89",0
"14105",126,13,1,"yes","some","fresh","multi","3.89",0
"52108",126,13,2,"yes","none","frozen","multi","5.89",1
"50103",126,13,3,"yes","some","fresh","multi","5.89",0
"44105",126,14,1,"yes","some","fresh","vit_B","5.89",0
"897",126,14,2,"yes","some","fresh","vit_B","3.89",1
"38106",126,14,3,"yes","some","fresh","vit_A","5.89",0
"39100",126,15,1,"yes","lots","fresh","vit_A","5.89",0
"34103",126,15,2,"yes","none","frozen","multi","4.89",1
"3799",126,15,3,"yes","none","fresh","vit_A","5.89",0
"42117",127,1,1,"yes","lots","frozen","vit_A","5.89",0
"20106",127,1,2,"yes","some","fresh","vit_A","4.89",0
"2798",127,1,3,"yes","lots","fresh","vit_B","4.89",1
"898",127,2,1,"yes","some","fresh","vit_B","3.89",1
"26107",127,2,2,"yes","some","fresh","vit_B","4.89",0
"39101",127,2,3,"yes","lots","fresh","vit_A","5.89",0
"13111",127,3,1,"yes","none","fresh","multi","3.89",1
"51120",127,3,2,"yes","lots","fresh","multi","5.89",0
"28110",127,3,3,"yes","none","frozen","vit_B","4.89",0
"37100",127,4,1,"yes","none","fresh","vit_A","5.89",0
"17110",127,4,2,"yes","some","frozen","multi","3.89",0
"11147",127,4,3,"yes","some","frozen","vit_B","3.89",1
"53108",127,5,1,"yes","some","frozen","multi","5.89",0
"14106",127,5,2,"yes","some","fresh","multi","3.89",1
"22121",127,5,3,"yes","none","frozen","vit_A","4.89",0
"4098",127,6,1,"yes","none","frozen","vit_A","5.89",1
"36107",127,6,2,"yes","lots","frozen","multi","4.89",0
"19103",127,6,3,"yes","none","fresh","vit_A","4.89",0
"21147",127,7,1,"yes","lots","fresh","vit_A","4.89",0
"16111",127,7,2,"yes","none","frozen","multi","3.89",1
"6104",127,7,3,"yes","lots","frozen","vit_A","3.89",0
"41150",127,8,1,"yes","some","frozen","vit_A","5.89",0
"15104",127,8,2,"yes","lots","fresh","multi","3.89",1
"33106",127,8,3,"yes","lots","fresh","multi","4.89",0
"12121",127,9,1,"yes","lots","frozen","vit_B","3.89",0
"49107",127,9,2,"yes","none","fresh","multi","5.89",1
"43107",127,9,3,"yes","none","fresh","vit_B","5.89",0
"10103",127,10,1,"yes","none","frozen","vit_B","3.89",1
"9104",127,10,2,"yes","lots","fresh","vit_B","3.89",0
"3595",127,10,3,"yes","some","frozen","multi","4.89",0
"54100",127,11,1,"yes","lots","frozen","multi","5.89",0
"31143",127,11,2,"yes","none","fresh","multi","4.89",1
"25107",127,11,3,"yes","none","fresh","vit_B","4.89",0
"29106",127,12,1,"yes","some","frozen","vit_B","4.89",0
"50104",127,12,2,"yes","some","fresh","multi","5.89",0
"4405",127,12,3,"yes","none","frozen","vit_A","3.89",1
"24111",127,13,1,"yes","lots","frozen","vit_A","4.89",0
"23106",127,13,2,"yes","some","frozen","vit_A","4.89",1
"38107",127,13,3,"yes","some","fresh","vit_A","5.89",0
"18100",127,14,1,"yes","lots","frozen","multi","3.89",1
"34104",127,14,2,"yes","none","frozen","multi","4.89",0
"1408",127,14,3,"yes","none","fresh","vit_A","3.89",0
"52109",127,15,1,"yes","none","frozen","multi","5.89",1
"48105",127,15,2,"yes","lots","frozen","vit_B","5.89",0
"44106",127,15,3,"yes","some","fresh","vit_B","5.89",0
"1409",128,1,1,"no","none","fresh","vit_A","3.89",1
"2799",128,1,2,"no","lots","fresh","vit_B","4.89",0
"44107",128,1,3,"no","some","fresh","vit_B","5.89",0
"17111",128,2,1,"no","some","frozen","multi","3.89",0
"12122",128,2,2,"no","lots","frozen","vit_B","3.89",1
"51121",128,2,3,"no","lots","fresh","multi","5.89",0
"19104",128,3,1,"no","none","fresh","vit_A","4.89",1
"24112",128,3,2,"no","lots","frozen","vit_A","4.89",0
"37101",128,3,3,"no","none","fresh","vit_A","5.89",0
"50105",128,4,1,"no","some","fresh","multi","5.89",0
"26108",128,4,2,"no","some","fresh","vit_B","4.89",1
"41151",128,4,3,"no","some","frozen","vit_A","5.89",0
"39102",128,5,1,"no","lots","fresh","vit_A","5.89",1
"53109",128,5,2,"no","some","frozen","multi","5.89",0
"4099",128,5,3,"no","none","frozen","vit_A","5.89",0
"36108",128,6,1,"no","lots","frozen","multi","4.89",0
"31144",128,6,2,"no","none","fresh","multi","4.89",1
"47113",128,6,3,"no","some","frozen","vit_B","5.89",0
"9105",128,7,1,"no","lots","fresh","vit_B","3.89",0
"15105",128,7,2,"no","lots","fresh","multi","3.89",1
"3596",128,7,3,"no","some","frozen","multi","4.89",0
"3406",128,8,1,"no","lots","fresh","vit_A","3.89",0
"28111",128,8,2,"no","none","frozen","vit_B","4.89",0
"14107",128,8,3,"no","some","fresh","multi","3.89",1
"48106",128,9,1,"no","lots","frozen","vit_B","5.89",0
"32121",128,9,2,"no","some","fresh","multi","4.89",0
"7105",128,9,3,"no","none","fresh","vit_B","3.89",1
"52110",128,10,1,"no","none","frozen","multi","5.89",0
"10104",128,10,2,"no","none","frozen","vit_B","3.89",1
"54101",128,10,3,"no","lots","frozen","multi","5.89",0
"11148",128,11,1,"no","some","frozen","vit_B","3.89",0
"16112",128,11,2,"no","none","frozen","multi","3.89",1
"42118",128,11,3,"no","lots","frozen","vit_A","5.89",0
"43108",128,12,1,"no","none","fresh","vit_B","5.89",0
"49108",128,12,2,"no","none","fresh","multi","5.89",0
"899",128,12,3,"no","some","fresh","vit_B","3.89",1
"23107",128,13,1,"no","some","frozen","vit_A","4.89",0
"6105",128,13,2,"no","lots","frozen","vit_A","3.89",1
"21148",128,13,3,"no","lots","fresh","vit_A","4.89",0
"25108",128,14,1,"no","none","fresh","vit_B","4.89",0
"13112",128,14,2,"no","none","fresh","multi","3.89",1
"45109",128,14,3,"no","lots","fresh","vit_B","5.89",0
"5400",128,15,1,"no","some","frozen","vit_A","3.89",1
"2409",128,15,2,"no","some","fresh","vit_A","3.89",0
"18101",128,15,3,"no","lots","frozen","multi","3.89",0
"51122",129,1,1,"no","lots","fresh","multi","5.89",0
"16113",129,1,2,"no","none","frozen","multi","3.89",1
"45110",129,1,3,"no","lots","fresh","vit_B","5.89",0
"24113",129,2,1,"no","lots","frozen","vit_A","4.89",1
"3597",129,2,2,"no","some","frozen","multi","4.89",0
"33107",129,2,3,"no","lots","fresh","multi","4.89",0
"6106",129,3,1,"no","lots","frozen","vit_A","3.89",1
"38108",129,3,2,"no","some","fresh","vit_A","5.89",0
"28112",129,3,3,"no","none","frozen","vit_B","4.89",0
"25109",129,4,1,"no","none","fresh","vit_B","4.89",0
"14108",129,4,2,"no","some","fresh","multi","3.89",0
"20107",129,4,3,"no","some","fresh","vit_A","4.89",1
"21149",129,5,1,"no","lots","fresh","vit_A","4.89",1
"12123",129,5,2,"no","lots","frozen","vit_B","3.89",0
"48107",129,5,3,"no","lots","frozen","vit_B","5.89",0
"5401",129,6,1,"no","some","frozen","vit_A","3.89",1
"52111",129,6,2,"no","none","frozen","multi","5.89",0
"2500",129,6,3,"no","some","fresh","vit_A","3.89",0
"22122",129,7,1,"no","none","frozen","vit_A","4.89",0
"19105",129,7,2,"no","none","fresh","vit_A","4.89",1
"30106",129,7,3,"no","lots","frozen","vit_B","4.89",0
"43109",129,8,1,"no","none","fresh","vit_B","5.89",0
"13113",129,8,2,"no","none","fresh","multi","3.89",0
"4406",129,8,3,"no","none","frozen","vit_A","3.89",1
"41152",129,9,1,"no","some","frozen","vit_A","5.89",1
"23108",129,9,2,"no","some","frozen","vit_A","4.89",0
"29107",129,9,3,"no","some","frozen","vit_B","4.89",0
"32122",129,10,1,"no","some","fresh","multi","4.89",0
"37102",129,10,2,"no","none","fresh","vit_A","5.89",1
