RespNum,Task,Concept,Brands,Container Size,Price,Pulp,From Concentrate,Added Vitamins,Gender,Age,OperatingSystem,Answer
19,2,2,Local Store Brand,58 fl oz Carton,$4.89 ,No pulp,Yes,Plant Sterols ,Female,45 - 54,Android,0
19,2,3,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,Yes,Vitamins D,Female,45 - 54,Android,0
19,2,4,None,None,None,None,None,None,Female,45 - 54,Android,0
19,3,1,Tropicana ,58 fl oz Carton,$3.89 ,Some pulp,No,Vitamins D,Female,45 - 54,Android,1
19,3,2,Simply Orange,128floz Bottle ,$5.59 ,No pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,0
19,3,3,Minute Made,128floz Bottle ,$4.89 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
19,3,4,None,None,None,None,None,None,Female,45 - 54,Android,0
19,4,1,Tropicana ,128floz Bottle ,$6.00 ,Medium pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
19,4,2,Minute Made,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D,Female,45 - 54,Android,1
19,4,3,Minute Made,128floz Bottle ,$5.59 ,Some pulp,No,Calcium,Female,45 - 54,Android,0
19,4,4,None,None,None,None,None,None,Female,45 - 54,Android,0
19,5,1,Minute Made,58 fl oz Carton,$4.59 ,No pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
19,5,2,Tropicana ,58 fl oz Carton,$4.59 ,Medium pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
19,5,3,Simply Orange,128floz Bottle ,$6.00 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
19,5,4,None,None,None,None,None,None,Female,45 - 54,Android,1
19,6,1,Local Store Brand,128floz Bottle ,$4.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
19,6,2,Tropicana ,58 fl oz Carton,$4.89 ,Lots of pulp,No,Calcium,Female,45 - 54,Android,0
19,6,3,Local Store Brand,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Calcium,Female,45 - 54,Android,0
19,6,4,None,None,None,None,None,None,Female,45 - 54,Android,1
19,7,1,Simply Orange,58 fl oz Carton,$3.89 ,Lots of pulp,No,Plant Sterols ,Female,45 - 54,Android,1
19,7,2,Minute Made,128floz Bottle ,$4.59 ,Lots of pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
19,7,3,Minute Made,58 fl oz Carton,$4.89 ,Some pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,0
19,7,4,None,None,None,None,None,None,Female,45 - 54,Android,0
19,8,1,Local Store Brand,128floz Bottle ,$6.00 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
19,8,2,Simply Orange,58 fl oz Carton,$5.59 ,Medium pulp,Yes,Calcium,Female,45 - 54,Android,0
19,8,3,Tropicana ,58 fl oz Carton,$5.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
19,8,4,None,None,None,None,None,None,Female,45 - 54,Android,1
19,9,1,Minute Made,128floz Bottle ,$6.00 ,Some pulp,No,Plant Sterols ,Female,45 - 54,Android,0
19,9,2,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Android,1
19,9,3,Local Store Brand,128floz Bottle ,$4.59 ,Medium pulp,No,Calcium,Female,45 - 54,Android,0
19,9,4,None,None,None,None,None,None,Female,45 - 54,Android,0
19,10,1,Tropicana ,128floz Bottle ,$6.00 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
19,10,2,Simply Orange,58 fl oz Carton,$4.59 ,Some pulp,Yes,Vitamins D,Female,45 - 54,Android,0
19,10,3,Local Store Brand,128floz Bottle ,$4.59 ,No pulp,No,Vitamins D,Female,45 - 54,Android,0
19,10,4,None,None,None,None,None,None,Female,45 - 54,Android,1
19,11,1,Local Store Brand,58 fl oz Carton,$5.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,0
19,11,2,Simply Orange,58 fl oz Carton,$4.89 ,No pulp,Yes,Calcium,Female,45 - 54,Android,0
19,11,3,Tropicana ,128floz Bottle ,$5.59 ,No pulp,No,Plant Sterols ,Female,45 - 54,Android,0
19,11,4,None,None,None,None,None,None,Female,45 - 54,Android,1
19,12,1,Simply Orange,58 fl oz Carton,$4.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
19,12,2,Tropicana ,128floz Bottle ,$4.59 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Android,0
19,12,3,Simply Orange,128floz Bottle ,$4.89 ,Medium pulp,No,Vitamins D,Female,45 - 54,Android,0
19,12,4,None,None,None,None,None,None,Female,45 - 54,Android,1
19,13,1,Local Store Brand,58 fl oz Carton,$3.89 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Android,1
19,13,2,Simply Orange,128floz Bottle ,$4.89 ,Some pulp,No,Vitamins D and Calcium ,Female,45 - 54,Android,0
19,13,3,Tropicana ,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,Android,0
19,13,4,None,None,None,None,None,None,Female,45 - 54,Android,0
29,1,1,Minute Made,128floz Bottle ,$6.00 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
29,1,2,Local Store Brand,58 fl oz Carton,$4.59 ,Some pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
29,1,3,Simply Orange,128floz Bottle ,$5.59 ,Medium pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
29,1,4,None,None,None,None,None,None,Female,45 - 54,iPhone,1
29,2,1,Tropicana ,58 fl oz Carton,$4.89 ,No pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,0
29,2,2,Simply Orange,128floz Bottle ,$6.00 ,No pulp,No,Plant Sterols ,Female,45 - 54,iPhone,0
29,2,3,Simply Orange,58 fl oz Carton,$4.89 ,No pulp,No,Vitamins D,Female,45 - 54,iPhone,1
29,2,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,3,1,Minute Made,58 fl oz Carton,$5.59 ,Some pulp,No,Calcium,Female,45 - 54,iPhone,1
29,3,2,Local Store Brand,128floz Bottle ,$4.89 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,iPhone,0
29,3,3,Local Store Brand,58 fl oz Carton,$5.59 ,No pulp,Yes,Calcium,Female,45 - 54,iPhone,0
29,3,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,4,1,Tropicana ,58 fl oz Carton,$5.59 ,Medium pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,0
29,4,2,Simply Orange,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Calcium,Female,45 - 54,iPhone,0
29,4,3,Local Store Brand,128floz Bottle ,$4.89 ,Some pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
29,4,4,None,None,None,None,None,None,Female,45 - 54,iPhone,1
29,5,1,Local Store Brand,58 fl oz Carton,$4.59 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
29,5,2,Minute Made,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Vitamins D,Female,45 - 54,iPhone,0
29,5,3,Tropicana ,128floz Bottle ,$4.89 ,Lots of pulp,No,Calcium,Female,45 - 54,iPhone,0
29,5,4,None,None,None,None,None,None,Female,45 - 54,iPhone,1
29,6,1,Local Store Brand,58 fl oz Carton,$4.89 ,Medium pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
29,6,2,Simply Orange,58 fl oz Carton,$4.89 ,Lots of pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
29,6,3,Tropicana ,128floz Bottle ,$6.00 ,Medium pulp,No,Calcium,Female,45 - 54,iPhone,0
29,6,4,None,None,None,None,None,None,Female,45 - 54,iPhone,1
29,7,1,Minute Made,58 fl oz Carton,$4.89 ,Some pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
29,7,2,Minute Made,128floz Bottle ,$4.59 ,No pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
29,7,3,Simply Orange,58 fl oz Carton,$4.59 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,1
29,7,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,8,1,Local Store Brand,128floz Bottle ,$5.59 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,1
29,8,2,Tropicana ,128floz Bottle ,$6.00 ,Lots of pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
29,8,3,Tropicana ,58 fl oz Carton,$5.59 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
29,8,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,9,1,Tropicana ,128floz Bottle ,$4.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
29,9,2,Minute Made,128floz Bottle ,$4.89 ,Medium pulp,Yes,Calcium,Female,45 - 54,iPhone,0
29,9,3,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,No,Plant Sterols ,Female,45 - 54,iPhone,1
29,9,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,10,1,Simply Orange,128floz Bottle ,$6.00 ,Medium pulp,No,Vitamins D and Calcium ,Female,45 - 54,iPhone,1
29,10,2,Simply Orange,58 fl oz Carton,$3.89 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
29,10,3,Local Store Brand,128floz Bottle ,$6.00 ,Some pulp,No,Plant Sterols ,Female,45 - 54,iPhone,0
29,10,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,11,1,Tropicana ,58 fl oz Carton,$3.89 ,Some pulp,No,Vitamins D,Female,45 - 54,iPhone,1
29,11,2,Minute Made,128floz Bottle ,$4.59 ,Medium pulp,Yes,Plant Sterols ,Female,45 - 54,iPhone,0
29,11,3,Local Store Brand,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
29,11,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,12,1,Minute Made,58 fl oz Carton,$3.89 ,Medium pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,1
29,12,2,Simply Orange,128floz Bottle ,$5.59 ,Some pulp,Yes,Vitamins D,Female,45 - 54,iPhone,0
29,12,3,Minute Made,128floz Bottle ,$4.59 ,Lots of pulp,No,Vitamins D,Female,45 - 54,iPhone,0
29,12,4,None,None,None,None,None,None,Female,45 - 54,iPhone,0
29,13,1,Minute Made,58 fl oz Carton,$4.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,iPhone,0
29,13,2,Tropicana ,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,iPhone,0
29,13,3,Simply Orange,128floz Bottle ,$5.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,iPhone,0
29,13,4,None,None,None,None,None,None,Female,45 - 54,iPhone,1
31,1,1,Local Store Brand,128floz Bottle ,$6.00 ,Medium pulp,No,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
31,1,2,Simply Orange,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,1
31,1,3,Minute Made,58 fl oz Carton,$4.59 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
31,1,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,2,1,Local Store Brand,58 fl oz Carton,$5.59 ,No pulp,No,Vitamins D,Female,35 - 44,Desktop,0
31,2,2,Tropicana ,128floz Bottle ,$6.00 ,Medium pulp,No,Calcium,Female,35 - 44,Desktop,0
31,2,3,Simply Orange,128floz Bottle ,$6.00 ,No pulp,Yes,Vitamins D and Calcium ,Female,35 - 44,Desktop,1
31,2,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,3,1,Simply Orange,58 fl oz Carton,$3.89 ,No pulp,No,Calcium,Female,35 - 44,Desktop,1
31,3,2,Tropicana ,128floz Bottle ,$5.59 ,Medium pulp,Yes,Plant Sterols ,Female,35 - 44,Desktop,0
31,3,3,Local Store Brand,128floz Bottle ,$4.89 ,Some pulp,Yes,Calcium,Female,35 - 44,Desktop,0
31,3,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,4,1,Local Store Brand,128floz Bottle ,$4.59 ,No pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
31,4,2,Minute Made,128floz Bottle ,$4.89 ,No pulp,No,Vitamins D and Calcium ,Female,35 - 44,Desktop,1
31,4,3,Simply Orange,58 fl oz Carton,$4.59 ,Medium pulp,No,Calcium,Female,35 - 44,Desktop,0
31,4,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,5,1,Tropicana ,58 fl oz Carton,$4.89 ,Lots of pulp,No,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
31,5,2,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,1
31,5,3,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
31,5,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,6,1,Minute Made,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Plant Sterols ,Female,35 - 44,Desktop,0
31,6,2,Minute Made,128floz Bottle ,$6.00 ,Some pulp,No,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,1
31,6,3,Minute Made,58 fl oz Carton,$3.89 ,Some pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
31,6,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,7,1,Minute Made,58 fl oz Carton,$4.89 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
31,7,2,Tropicana ,128floz Bottle ,$4.89 ,Lots of pulp,Yes,Vitamins D,Female,35 - 44,Desktop,1
31,7,3,Tropicana ,128floz Bottle ,$6.00 ,No pulp,Yes,Vitamins D,Female,35 - 44,Desktop,0
31,7,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,8,1,Minute Made,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Vitamins D,Female,35 - 44,Desktop,0
31,8,2,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
31,8,3,Local Store Brand,58 fl oz Carton,$5.59 ,Some pulp,Yes,Calcium,Female,35 - 44,Desktop,0
31,8,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
31,9,1,Tropicana ,58 fl oz Carton,$5.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
31,9,2,Simply Orange,58 fl oz Carton,$3.89 ,Medium pulp,Yes,Vitamins D,Female,35 - 44,Desktop,0
31,9,3,Local Store Brand,128floz Bottle ,$4.59 ,Some pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
31,9,4,None,None,None,None,None,None,Female,35 - 44,Desktop,1
31,10,1,Tropicana ,128floz Bottle ,$4.59 ,Medium pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,1
31,10,2,Tropicana ,58 fl oz Carton,$3.89 ,No pulp,No,Plant Sterols ,Female,35 - 44,Desktop,0
31,10,3,Minute Made,58 fl oz Carton,$5.59 ,No pulp,Yes,Calcium,Female,35 - 44,Desktop,0
31,10,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,11,1,Simply Orange,58 fl oz Carton,$4.89 ,No pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,0
31,11,2,Simply Orange,128floz Bottle ,$4.89 ,Some pulp,No,Vitamins D,Female,35 - 44,Desktop,1
31,11,3,Local Store Brand,58 fl oz Carton,$4.59 ,Lots of pulp,No,Vitamins D,Female,35 - 44,Desktop,0
31,11,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,12,1,Simply Orange,128floz Bottle ,$5.59 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,35 - 44,Desktop,1
31,12,2,Minute Made,128floz Bottle ,$4.59 ,Lots of pulp,Yes,Calcium,Female,35 - 44,Desktop,0
31,12,3,Tropicana ,58 fl oz Carton,$5.59 ,Some pulp,Yes,Vitamins D and Calcium ,Female,35 - 44,Desktop,0
31,12,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
31,13,1,Local Store Brand,58 fl oz Carton,$4.89 ,Medium pulp,Yes,Plant Sterols ,Female,35 - 44,Desktop,0
31,13,2,Tropicana ,58 fl oz Carton,$4.59 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,0
31,13,3,Simply Orange,128floz Bottle ,$5.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,35 - 44,Desktop,1
31,13,4,None,None,None,None,None,None,Female,35 - 44,Desktop,0
40,1,1,Minute Made,128floz Bottle ,$6.00 ,Medium pulp,Yes,Vitamins D,Female,18 - 24,Android,1
40,1,2,Simply Orange,128floz Bottle ,$5.59 ,Some pulp,No,Plant Sterols ,Female,18 - 24,Android,0
40,1,3,Simply Orange,58 fl oz Carton,$4.59 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,18 - 24,Android,0
40,1,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,2,1,Simply Orange,58 fl oz Carton,$4.89 ,Medium pulp,Yes,Calcium,Female,18 - 24,Android,1
40,2,2,Local Store Brand,58 fl oz Carton,$3.89 ,Lots of pulp,No,Plant Sterols ,Female,18 - 24,Android,0
40,2,3,Tropicana ,128floz Bottle ,$4.59 ,Some pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,18 - 24,Android,0
40,2,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,3,1,Minute Made,128floz Bottle ,$4.89 ,No pulp,Yes,Plant Sterols ,Female,18 - 24,Android,0
40,3,2,Local Store Brand,58 fl oz Carton,$5.59 ,Lots of pulp,No,Plant Sterols ,Female,18 - 24,Android,0
40,3,3,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,No,Calcium,Female,18 - 24,Android,1
40,3,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,4,1,Local Store Brand,128floz Bottle ,$4.59 ,No pulp,No,Calcium,Female,18 - 24,Android,0
40,4,2,Minute Made,58 fl oz Carton,$4.59 ,No pulp,No,Vitamins D,Female,18 - 24,Android,1
40,4,3,Local Store Brand,58 fl oz Carton,$3.89 ,No pulp,Yes,Vitamins D,Female,18 - 24,Android,0
40,4,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,5,1,Tropicana ,58 fl oz Carton,$4.89 ,Medium pulp,No,Vitamins D and Calcium ,Female,18 - 24,Android,1
40,5,2,Simply Orange,128floz Bottle ,$4.59 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,18 - 24,Android,0
40,5,3,Minute Made,58 fl oz Carton,$4.59 ,Some pulp,Yes,Plant Sterols ,Female,18 - 24,Android,0
40,5,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,6,1,Minute Made,58 fl oz Carton,$5.59 ,No pulp,No,Vitamins D and Calcium ,Female,18 - 24,Android,1
40,6,2,Local Store Brand,128floz Bottle ,$4.59 ,Medium pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,18 - 24,Android,0
40,6,3,Simply Orange,58 fl oz Carton,$3.89 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,18 - 24,Android,0
40,6,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,7,1,Tropicana ,58 fl oz Carton,$5.59 ,Lots of pulp,Yes,Vitamins D,Female,18 - 24,Android,1
40,7,2,Tropicana ,58 fl oz Carton,$3.89 ,Medium pulp,No,Plant Sterols ,Female,18 - 24,Android,0
40,7,3,Minute Made,128floz Bottle ,$6.00 ,Some pulp,Yes,Calcium,Female,18 - 24,Android,0
40,7,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,8,1,Local Store Brand,58 fl oz Carton,$3.89 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,18 - 24,Android,1
40,8,2,Tropicana ,128floz Bottle ,$6.00 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,18 - 24,Android,0
40,8,3,Simply Orange,128floz Bottle ,$4.89 ,Some pulp,No,Vitamins D,Female,18 - 24,Android,0
40,8,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,9,1,Simply Orange,128floz Bottle ,$5.59 ,Medium pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,18 - 24,Android,0
40,9,2,Tropicana ,58 fl oz Carton,$5.59 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,18 - 24,Android,0
40,9,3,Local Store Brand,128floz Bottle ,$4.89 ,Lots of pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,18 - 24,Android,1
40,9,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,10,1,Tropicana ,128floz Bottle ,$4.59 ,Medium pulp,No,Vitamins D,Female,18 - 24,Android,0
40,10,2,Tropicana ,128floz Bottle ,$6.00 ,No pulp,Yes,Plant Sterols ,Female,18 - 24,Android,0
40,10,3,Minute Made,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,18 - 24,Android,1
40,10,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,11,1,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,No,Vitamins D,Female,18 - 24,Android,0
40,11,2,Minute Made,128floz Bottle ,$4.89 ,Lots of pulp,No,"Multi B Vitamins (B , B6, B12)",Female,18 - 24,Android,1
40,11,3,Local Store Brand,58 fl oz Carton,$4.89 ,Some pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,18 - 24,Android,0
40,11,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,12,1,Minute Made,58 fl oz Carton,$4.59 ,Some pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,18 - 24,Android,0
40,12,2,Local Store Brand,128floz Bottle ,$5.59 ,No pulp,Yes,Vitamins D and Calcium ,Female,18 - 24,Android,0
40,12,3,Simply Orange,58 fl oz Carton,$4.89 ,Lots of pulp,Yes,Calcium,Female,18 - 24,Android,1
40,12,4,None,None,None,None,None,None,Female,18 - 24,Android,0
40,13,1,Tropicana ,128floz Bottle ,$6.00 ,No pulp,Yes,Calcium,Female,18 - 24,Android,0
40,13,2,Tropicana ,58 fl oz Carton,$3.89 ,Some pulp,No,Calcium,Female,18 - 24,Android,1
40,13,3,Local Store Brand,128floz Bottle ,$6.00 ,Some pulp,No,Vitamins D and Calcium ,Female,18 - 24,Android,0
40,13,4,None,None,None,None,None,None,Female,18 - 24,Android,0
44,1,1,Minute Made,128floz Bottle ,$4.59 ,Medium pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,1,2,Simply Orange,128floz Bottle ,$5.59 ,Some pulp,No,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,1,3,Simply Orange,58 fl oz Carton,$5.59 ,Lots of pulp,Yes,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,1,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,2,1,Simply Orange,128floz Bottle ,$4.59 ,Lots of pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,0
44,2,2,Minute Made,58 fl oz Carton,$5.59 ,Some pulp,Yes,Calcium,Female,45 - 54,Desktop,0
44,2,3,Minute Made,58 fl oz Carton,$4.59 ,Lots of pulp,No,Calcium,Female,45 - 54,Desktop,0
44,2,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,3,1,Tropicana ,128floz Bottle ,$4.59 ,Some pulp,Yes,Vitamins D,Female,45 - 54,Desktop,0
44,3,2,Simply Orange,128floz Bottle ,$4.89 ,No pulp,No,"Multi Vitamins (A, B1, C, D, E) ",Female,45 - 54,Desktop,0
44,3,3,Local Store Brand,58 fl oz Carton,$3.89 ,Some pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,1
44,3,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
44,4,1,Tropicana ,58 fl oz Carton,$3.89 ,No pulp,Yes,Plant Sterols ,Female,45 - 54,Desktop,0
44,4,2,Minute Made,128floz Bottle ,$5.59 ,Medium pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,0
44,4,3,Local Store Brand,128floz Bottle ,$4.89 ,Some pulp,Yes,Calcium,Female,45 - 54,Desktop,0
44,4,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,5,1,Tropicana ,128floz Bottle ,$6.00 ,Lots of pulp,No,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,5,2,Minute Made,128floz Bottle ,$6.00 ,Some pulp,No,Vitamins D,Female,45 - 54,Desktop,0
44,5,3,Minute Made,58 fl oz Carton,$3.89 ,Lots of pulp,Yes,Vitamins D,Female,45 - 54,Desktop,0
44,5,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,6,1,Tropicana ,58 fl oz Carton,$4.89 ,Some pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,6,2,Simply Orange,128floz Bottle ,$6.00 ,No pulp,Yes,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,0
44,6,3,Minute Made,58 fl oz Carton,$4.89 ,Lots of pulp,No,Plant Sterols ,Female,45 - 54,Desktop,0
44,6,4,None,None,None,None,None,None,Female,45 - 54,Desktop,1
44,7,1,Simply Orange,58 fl oz Carton,$3.89 ,Some pulp,No,Calcium,Female,45 - 54,Desktop,0
44,7,2,Local Store Brand,128floz Bottle ,$4.89 ,Lots of pulp,Yes,Vitamins D and Calcium ,Female,45 - 54,Desktop,0
44,7,3,Tropicana ,58 fl oz Carton,$4.59 ,No pulp,No,"Multi B Vitamins (B , B6, B12)",Female,45 - 54,Desktop,1
44,7,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
44,8,1,Simply Orange,128floz Bottle ,$6.00 ,Lots of pulp,Yes,Plant Sterols ,Female,45 - 54,Desktop,0
44,8,2,Local Store Brand,128floz Bottle ,$6.00 ,No pulp,Yes,Vitamins D,Female,45 - 54,Desktop,0
44,8,3,Local Store Brand,58 fl oz Carton,$5.59 ,Medium pulp,No,Plant Sterols ,Female,45 - 54,Desktop,1
44,8,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
44,9,1,Simply Orange,58 fl oz Carton,$4.59 ,Medium pulp,No,Vitamins D,Female,45 - 54,Desktop,1
44,9,2,Minute Made,128floz Bottle ,$5.59 ,No pulp,Yes,Calcium,Female,45 - 54,Desktop,0
44,9,3,Tropicana ,128floz Bottle ,$4.89 ,Medium pulp,No,Plant Sterols ,Female,45 - 54,Desktop,0
44,9,4,None,None,None,None,None,None,Female,45 - 54,Desktop,0
